scene,image_path,mask_path,image_name,total_pixels,forest_pixels,background_pixels,forest_percentage,background_percentage
Rural,LoveDa/Train/Train/Rural/images_png/812.png,LoveDa/Train/Train/Rural/masks_png/812.png,812.png,1048576,8550,1040026,0.8153915405273438,99.18460845947266
Rural,LoveDa/Train/Train/Rural/images_png/0.png,LoveDa/Train/Train/Rural/masks_png/0.png,0.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/184.png,LoveDa/Train/Train/Rural/masks_png/184.png,184.png,1048576,50087,998489,4.776668548583984,95.22333145141602
Rural,LoveDa/Train/Train/Rural/images_png/1362.png,LoveDa/Train/Train/Rural/masks_png/1362.png,1362.png,1048576,1028172,20404,98.05412292480469,1.9458770751953125
Rural,LoveDa/Train/Train/Rural/images_png/190.png,LoveDa/Train/Train/Rural/masks_png/190.png,190.png,1048576,181619,866957,17.320537567138672,82.67946243286133
Rural,LoveDa/Train/Train/Rural/images_png/85.png,LoveDa/Train/Train/Rural/masks_png/85.png,85.png,1048576,508395,540181,48.48432540893555,51.51567459106445
Rural,LoveDa/Train/Train/Rural/images_png/91.png,LoveDa/Train/Train/Rural/masks_png/91.png,91.png,1048576,116852,931724,11.143875122070312,88.85612487792969
Rural,LoveDa/Train/Train/Rural/images_png/609.png,LoveDa/Train/Train/Rural/masks_png/609.png,609.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/147.png,LoveDa/Train/Train/Rural/masks_png/147.png,147.png,1048576,1045870,2706,99.74193572998047,0.25806427001953125
Rural,LoveDa/Train/Train/Rural/images_png/621.png,LoveDa/Train/Train/Rural/masks_png/621.png,621.png,1048576,84492,964084,8.057785034179688,91.94221496582031
Rural,LoveDa/Train/Train/Rural/images_png/635.png,LoveDa/Train/Train/Rural/masks_png/635.png,635.png,1048576,4582,1043994,0.43697357177734375,99.56302642822266
Rural,LoveDa/Train/Train/Rural/images_png/153.png,LoveDa/Train/Train/Rural/masks_png/153.png,153.png,1048576,7223,1041353,0.6888389587402344,99.31116104125977
Rural,LoveDa/Train/Train/Rural/images_png/1148.png,LoveDa/Train/Train/Rural/masks_png/1148.png,1148.png,1048576,22960,1025616,2.18963623046875,97.81036376953125
Rural,LoveDa/Train/Train/Rural/images_png/1174.png,LoveDa/Train/Train/Rural/masks_png/1174.png,1174.png,1048576,185109,863467,17.653369903564453,82.34663009643555
Rural,LoveDa/Train/Train/Rural/images_png/386.png,LoveDa/Train/Train/Rural/masks_png/386.png,386.png,1048576,468140,580436,44.64530944824219,55.35469055175781
Rural,LoveDa/Train/Train/Rural/images_png/392.png,LoveDa/Train/Train/Rural/masks_png/392.png,392.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/1160.png,LoveDa/Train/Train/Rural/masks_png/1160.png,1160.png,1048576,341824,706752,32.598876953125,67.401123046875
Rural,LoveDa/Train/Train/Rural/images_png/379.png,LoveDa/Train/Train/Rural/masks_png/379.png,379.png,1048576,116852,931724,11.143875122070312,88.85612487792969
Rural,LoveDa/Train/Train/Rural/images_png/423.png,LoveDa/Train/Train/Rural/masks_png/423.png,423.png,1048576,1045375,3201,99.69472885131836,0.3052711486816406
Rural,LoveDa/Train/Train/Rural/images_png/345.png,LoveDa/Train/Train/Rural/masks_png/345.png,345.png,1048576,10959,1037617,1.0451316833496094,98.95486831665039
Rural,LoveDa/Train/Train/Rural/images_png/351.png,LoveDa/Train/Train/Rural/masks_png/351.png,351.png,1048576,209081,839495,19.939517974853516,80.06048202514648
Rural,LoveDa/Train/Train/Rural/images_png/437.png,LoveDa/Train/Train/Rural/masks_png/437.png,437.png,1048576,288886,759690,27.550315856933594,72.4496841430664
Urban,LoveDa/Train/Train/Urban/images_png/1804.png,LoveDa/Train/Train/Urban/masks_png/1804.png,1804.png,1048576,1745,1046831,0.16641616821289062,99.83358383178711
Urban,LoveDa/Train/Train/Urban/images_png/1810.png,LoveDa/Train/Train/Urban/masks_png/1810.png,1810.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1838.png,LoveDa/Train/Train/Urban/masks_png/1838.png,1838.png,1048576,326930,721646,31.17847442626953,68.82152557373047
Urban,LoveDa/Train/Train/Urban/images_png/2470.png,LoveDa/Train/Train/Urban/masks_png/2470.png,2470.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2316.png,LoveDa/Train/Train/Urban/masks_png/2316.png,2316.png,1048576,380593,667983,36.29617691040039,63.70382308959961
Urban,LoveDa/Train/Train/Urban/images_png/2302.png,LoveDa/Train/Train/Urban/masks_png/2302.png,2302.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2464.png,LoveDa/Train/Train/Urban/masks_png/2464.png,2464.png,1048576,30454,1018122,2.9043197631835938,97.0956802368164
Urban,LoveDa/Train/Train/Urban/images_png/1623.png,LoveDa/Train/Train/Urban/masks_png/1623.png,1623.png,1048576,178667,869909,17.039012908935547,82.96098709106445
Urban,LoveDa/Train/Train/Urban/images_png/1637.png,LoveDa/Train/Train/Urban/masks_png/1637.png,1637.png,1048576,5481,1043095,0.5227088928222656,99.47729110717773
Urban,LoveDa/Train/Train/Urban/images_png/2458.png,LoveDa/Train/Train/Urban/masks_png/2458.png,2458.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1384.png,LoveDa/Train/Train/Urban/masks_png/1384.png,1384.png,1048576,14388,1034188,1.3721466064453125,98.62785339355469
Urban,LoveDa/Train/Train/Urban/images_png/1390.png,LoveDa/Train/Train/Urban/masks_png/1390.png,1390.png,1048576,203226,845350,19.381141662597656,80.61885833740234
Urban,LoveDa/Train/Train/Urban/images_png/2114.png,LoveDa/Train/Train/Urban/masks_png/2114.png,2114.png,1048576,74676,973900,7.1216583251953125,92.87834167480469
Urban,LoveDa/Train/Train/Urban/images_png/2100.png,LoveDa/Train/Train/Urban/masks_png/2100.png,2100.png,1048576,3720,1044856,0.354766845703125,99.64523315429688
Urban,LoveDa/Train/Train/Urban/images_png/1409.png,LoveDa/Train/Train/Urban/masks_png/1409.png,1409.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2128.png,LoveDa/Train/Train/Urban/masks_png/2128.png,2128.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1421.png,LoveDa/Train/Train/Urban/masks_png/1421.png,1421.png,1048576,468178,580398,44.64893341064453,55.35106658935547
Urban,LoveDa/Train/Train/Urban/images_png/1435.png,LoveDa/Train/Train/Urban/masks_png/1435.png,1435.png,1048576,29332,1019244,2.7973175048828125,97.20268249511719
Urban,LoveDa/Train/Train/Urban/images_png/1596.png,LoveDa/Train/Train/Urban/masks_png/1596.png,1596.png,1048576,94627,953949,9.024333953857422,90.97566604614258
Urban,LoveDa/Train/Train/Urban/images_png/1582.png,LoveDa/Train/Train/Urban/masks_png/1582.png,1582.png,1048576,394978,653598,37.66803741455078,62.33196258544922
Urban,LoveDa/Train/Train/Urban/images_png/1569.png,LoveDa/Train/Train/Urban/masks_png/1569.png,1569.png,1048576,220350,828226,21.01421356201172,78.98578643798828
Urban,LoveDa/Train/Train/Urban/images_png/2060.png,LoveDa/Train/Train/Urban/masks_png/2060.png,2060.png,1048576,29860,1018716,2.8476715087890625,97.15232849121094
Urban,LoveDa/Train/Train/Urban/images_png/2074.png,LoveDa/Train/Train/Urban/masks_png/2074.png,2074.png,1048576,6603,1041973,0.6297111511230469,99.37028884887695
Urban,LoveDa/Train/Train/Urban/images_png/1555.png,LoveDa/Train/Train/Urban/masks_png/1555.png,1555.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1541.png,LoveDa/Train/Train/Urban/masks_png/1541.png,1541.png,1048576,326281,722295,31.116580963134766,68.88341903686523
Urban,LoveDa/Train/Train/Urban/images_png/2048.png,LoveDa/Train/Train/Urban/masks_png/2048.png,2048.png,1048576,40107,1008469,3.824901580810547,96.17509841918945
Urban,LoveDa/Train/Train/Urban/images_png/1970.png,LoveDa/Train/Train/Urban/masks_png/1970.png,1970.png,1048576,1551,1047025,0.14791488647460938,99.85208511352539
Urban,LoveDa/Train/Train/Urban/images_png/1964.png,LoveDa/Train/Train/Urban/masks_png/1964.png,1964.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1794.png,LoveDa/Train/Train/Urban/masks_png/1794.png,1794.png,1048576,816374,232202,77.8554916381836,22.144508361816406
Urban,LoveDa/Train/Train/Urban/images_png/1958.png,LoveDa/Train/Train/Urban/masks_png/1958.png,1958.png,1048576,17389,1031187,1.6583442687988281,98.34165573120117
Urban,LoveDa/Train/Train/Urban/images_png/1780.png,LoveDa/Train/Train/Urban/masks_png/1780.png,1780.png,1048576,78608,969968,7.49664306640625,92.50335693359375
Urban,LoveDa/Train/Train/Urban/images_png/2289.png,LoveDa/Train/Train/Urban/masks_png/2289.png,2289.png,1048576,154136,894440,14.699554443359375,85.30044555664062
Urban,LoveDa/Train/Train/Urban/images_png/2504.png,LoveDa/Train/Train/Urban/masks_png/2504.png,2504.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2262.png,LoveDa/Train/Train/Urban/masks_png/2262.png,2262.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2276.png,LoveDa/Train/Train/Urban/masks_png/2276.png,2276.png,1048576,255472,793104,24.36370849609375,75.63629150390625
Urban,LoveDa/Train/Train/Urban/images_png/2510.png,LoveDa/Train/Train/Urban/masks_png/2510.png,2510.png,1048576,9880,1038696,0.942230224609375,99.05776977539062
Urban,LoveDa/Train/Train/Urban/images_png/1757.png,LoveDa/Train/Train/Urban/masks_png/1757.png,1757.png,1048576,69757,978819,6.652545928955078,93.34745407104492
Urban,LoveDa/Train/Train/Urban/images_png/1743.png,LoveDa/Train/Train/Urban/masks_png/1743.png,1743.png,1048576,97181,951395,9.267902374267578,90.73209762573242
Urban,LoveDa/Train/Train/Urban/images_png/1742.png,LoveDa/Train/Train/Urban/masks_png/1742.png,1742.png,1048576,193771,854805,18.479442596435547,81.52055740356445
Urban,LoveDa/Train/Train/Urban/images_png/1756.png,LoveDa/Train/Train/Urban/masks_png/1756.png,1756.png,1048576,69907,978669,6.666851043701172,93.33314895629883
Urban,LoveDa/Train/Train/Urban/images_png/2277.png,LoveDa/Train/Train/Urban/masks_png/2277.png,2277.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2511.png,LoveDa/Train/Train/Urban/masks_png/2511.png,2511.png,1048576,249932,798644,23.835372924804688,76.16462707519531
Urban,LoveDa/Train/Train/Urban/images_png/2505.png,LoveDa/Train/Train/Urban/masks_png/2505.png,2505.png,1048576,468459,580117,44.67573165893555,55.32426834106445
Urban,LoveDa/Train/Train/Urban/images_png/2263.png,LoveDa/Train/Train/Urban/masks_png/2263.png,2263.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2288.png,LoveDa/Train/Train/Urban/masks_png/2288.png,2288.png,1048576,44549,1004027,4.248523712158203,95.7514762878418
Urban,LoveDa/Train/Train/Urban/images_png/1781.png,LoveDa/Train/Train/Urban/masks_png/1781.png,1781.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1959.png,LoveDa/Train/Train/Urban/masks_png/1959.png,1959.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1795.png,LoveDa/Train/Train/Urban/masks_png/1795.png,1795.png,1048576,281094,767482,26.807212829589844,73.19278717041016
Urban,LoveDa/Train/Train/Urban/images_png/1965.png,LoveDa/Train/Train/Urban/masks_png/1965.png,1965.png,1048576,96911,951665,9.24215316772461,90.75784683227539
Urban,LoveDa/Train/Train/Urban/images_png/1971.png,LoveDa/Train/Train/Urban/masks_png/1971.png,1971.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2049.png,LoveDa/Train/Train/Urban/masks_png/2049.png,2049.png,1048576,241862,806714,23.065757751464844,76.93424224853516
Urban,LoveDa/Train/Train/Urban/images_png/1540.png,LoveDa/Train/Train/Urban/masks_png/1540.png,1540.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1554.png,LoveDa/Train/Train/Urban/masks_png/1554.png,1554.png,1048576,1487,1047089,0.14181137084960938,99.85818862915039
Urban,LoveDa/Train/Train/Urban/images_png/2075.png,LoveDa/Train/Train/Urban/masks_png/2075.png,2075.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2061.png,LoveDa/Train/Train/Urban/masks_png/2061.png,2061.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1568.png,LoveDa/Train/Train/Urban/masks_png/1568.png,1568.png,1048576,7273,1041303,0.6936073303222656,99.30639266967773
Urban,LoveDa/Train/Train/Urban/images_png/1583.png,LoveDa/Train/Train/Urban/masks_png/1583.png,1583.png,1048576,136281,912295,12.996768951416016,87.00323104858398
Urban,LoveDa/Train/Train/Urban/images_png/1597.png,LoveDa/Train/Train/Urban/masks_png/1597.png,1597.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1434.png,LoveDa/Train/Train/Urban/masks_png/1434.png,1434.png,1048576,23832,1024744,2.272796630859375,97.72720336914062
Urban,LoveDa/Train/Train/Urban/images_png/1420.png,LoveDa/Train/Train/Urban/masks_png/1420.png,1420.png,1048576,19781,1028795,1.8864631652832031,98.1135368347168
Urban,LoveDa/Train/Train/Urban/images_png/2129.png,LoveDa/Train/Train/Urban/masks_png/2129.png,2129.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1408.png,LoveDa/Train/Train/Urban/masks_png/1408.png,1408.png,1048576,12455,1036121,1.1878013610839844,98.81219863891602
Urban,LoveDa/Train/Train/Urban/images_png/2101.png,LoveDa/Train/Train/Urban/masks_png/2101.png,2101.png,1048576,65944,982632,6.288909912109375,93.71109008789062
Urban,LoveDa/Train/Train/Urban/images_png/2115.png,LoveDa/Train/Train/Urban/masks_png/2115.png,2115.png,1048576,8886,1039690,0.8474349975585938,99.1525650024414
Urban,LoveDa/Train/Train/Urban/images_png/1391.png,LoveDa/Train/Train/Urban/masks_png/1391.png,1391.png,1048576,8947,1039629,0.8532524108886719,99.14674758911133
Urban,LoveDa/Train/Train/Urban/images_png/1385.png,LoveDa/Train/Train/Urban/masks_png/1385.png,1385.png,1048576,66248,982328,6.317901611328125,93.68209838867188
Urban,LoveDa/Train/Train/Urban/images_png/1636.png,LoveDa/Train/Train/Urban/masks_png/1636.png,1636.png,1048576,2222,1046354,0.21190643310546875,99.78809356689453
Urban,LoveDa/Train/Train/Urban/images_png/2459.png,LoveDa/Train/Train/Urban/masks_png/2459.png,2459.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1622.png,LoveDa/Train/Train/Urban/masks_png/1622.png,1622.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2303.png,LoveDa/Train/Train/Urban/masks_png/2303.png,2303.png,1048576,220397,828179,21.018695831298828,78.98130416870117
Urban,LoveDa/Train/Train/Urban/images_png/2465.png,LoveDa/Train/Train/Urban/masks_png/2465.png,2465.png,1048576,116507,932069,11.110973358154297,88.8890266418457
Urban,LoveDa/Train/Train/Urban/images_png/2471.png,LoveDa/Train/Train/Urban/masks_png/2471.png,2471.png,1048576,271547,777029,25.896739959716797,74.1032600402832
Urban,LoveDa/Train/Train/Urban/images_png/2317.png,LoveDa/Train/Train/Urban/masks_png/2317.png,2317.png,1048576,73428,975148,7.0026397705078125,92.99736022949219
Urban,LoveDa/Train/Train/Urban/images_png/1839.png,LoveDa/Train/Train/Urban/masks_png/1839.png,1839.png,1048576,155110,893466,14.792442321777344,85.20755767822266
Urban,LoveDa/Train/Train/Urban/images_png/1811.png,LoveDa/Train/Train/Urban/masks_png/1811.png,1811.png,1048576,164971,883605,15.732860565185547,84.26713943481445
Urban,LoveDa/Train/Train/Urban/images_png/1805.png,LoveDa/Train/Train/Urban/masks_png/1805.png,1805.png,1048576,41339,1007237,3.942394256591797,96.0576057434082
Urban,LoveDa/Train/Train/Urban/images_png/1813.png,LoveDa/Train/Train/Urban/masks_png/1813.png,1813.png,1048576,52549,996027,5.011463165283203,94.9885368347168
Urban,LoveDa/Train/Train/Urban/images_png/1807.png,LoveDa/Train/Train/Urban/masks_png/1807.png,1807.png,1048576,201862,846714,19.251060485839844,80.74893951416016
Urban,LoveDa/Train/Train/Urban/images_png/2498.png,LoveDa/Train/Train/Urban/masks_png/2498.png,2498.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2467.png,LoveDa/Train/Train/Urban/masks_png/2467.png,2467.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1608.png,LoveDa/Train/Train/Urban/masks_png/1608.png,1608.png,1048576,271534,777042,25.89550018310547,74.10449981689453
Urban,LoveDa/Train/Train/Urban/images_png/2301.png,LoveDa/Train/Train/Urban/masks_png/2301.png,2301.png,1048576,62921,985655,6.000614166259766,93.99938583374023
Urban,LoveDa/Train/Train/Urban/images_png/2315.png,LoveDa/Train/Train/Urban/masks_png/2315.png,2315.png,1048576,517281,531295,49.33176040649414,50.66823959350586
Urban,LoveDa/Train/Train/Urban/images_png/2473.png,LoveDa/Train/Train/Urban/masks_png/2473.png,2473.png,1048576,4542,1044034,0.43315887451171875,99.56684112548828
Urban,LoveDa/Train/Train/Urban/images_png/1634.png,LoveDa/Train/Train/Urban/masks_png/1634.png,1634.png,1048576,31,1048545,0.002956390380859375,99.99704360961914
Urban,LoveDa/Train/Train/Urban/images_png/1620.png,LoveDa/Train/Train/Urban/masks_png/1620.png,1620.png,1048576,339335,709241,32.361507415771484,67.63849258422852
Urban,LoveDa/Train/Train/Urban/images_png/2329.png,LoveDa/Train/Train/Urban/masks_png/2329.png,2329.png,1048576,10161,1038415,0.9690284729003906,99.03097152709961
Urban,LoveDa/Train/Train/Urban/images_png/1393.png,LoveDa/Train/Train/Urban/masks_png/1393.png,1393.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1387.png,LoveDa/Train/Train/Urban/masks_png/1387.png,1387.png,1048576,49278,999298,4.699516296386719,95.30048370361328
Urban,LoveDa/Train/Train/Urban/images_png/2103.png,LoveDa/Train/Train/Urban/masks_png/2103.png,2103.png,1048576,64224,984352,6.1248779296875,93.8751220703125
Urban,LoveDa/Train/Train/Urban/images_png/1378.png,LoveDa/Train/Train/Urban/masks_png/1378.png,1378.png,1048576,7095,1041481,0.6766319274902344,99.32336807250977
Urban,LoveDa/Train/Train/Urban/images_png/2117.png,LoveDa/Train/Train/Urban/masks_png/2117.png,2117.png,1048576,2947,1045629,0.2810478210449219,99.71895217895508
Urban,LoveDa/Train/Train/Urban/images_png/1436.png,LoveDa/Train/Train/Urban/masks_png/1436.png,1436.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1422.png,LoveDa/Train/Train/Urban/masks_png/1422.png,1422.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2088.png,LoveDa/Train/Train/Urban/masks_png/2088.png,2088.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1581.png,LoveDa/Train/Train/Urban/masks_png/1581.png,1581.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1595.png,LoveDa/Train/Train/Urban/masks_png/1595.png,1595.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2077.png,LoveDa/Train/Train/Urban/masks_png/2077.png,2077.png,1048576,52538,996038,5.010414123535156,94.98958587646484
Urban,LoveDa/Train/Train/Urban/images_png/2063.png,LoveDa/Train/Train/Urban/masks_png/2063.png,2063.png,1048576,175104,873472,16.69921875,83.30078125
Urban,LoveDa/Train/Train/Urban/images_png/1542.png,LoveDa/Train/Train/Urban/masks_png/1542.png,1542.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1556.png,LoveDa/Train/Train/Urban/masks_png/1556.png,1556.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1967.png,LoveDa/Train/Train/Urban/masks_png/1967.png,1967.png,1048576,67797,980779,6.465625762939453,93.53437423706055
Urban,LoveDa/Train/Train/Urban/images_png/1973.png,LoveDa/Train/Train/Urban/masks_png/1973.png,1973.png,1048576,15657,1032919,1.4931678771972656,98.50683212280273
Urban,LoveDa/Train/Train/Urban/images_png/1783.png,LoveDa/Train/Train/Urban/masks_png/1783.png,1783.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1797.png,LoveDa/Train/Train/Urban/masks_png/1797.png,1797.png,1048576,23828,1024748,2.2724151611328125,97.72758483886719
Urban,LoveDa/Train/Train/Urban/images_png/2513.png,LoveDa/Train/Train/Urban/masks_png/2513.png,2513.png,1048576,231336,817240,22.061920166015625,77.93807983398438
Urban,LoveDa/Train/Train/Urban/images_png/2275.png,LoveDa/Train/Train/Urban/masks_png/2275.png,2275.png,1048576,286273,762303,27.30112075805664,72.69887924194336
Urban,LoveDa/Train/Train/Urban/images_png/2261.png,LoveDa/Train/Train/Urban/masks_png/2261.png,2261.png,1048576,35083,1013493,3.345775604248047,96.65422439575195
Urban,LoveDa/Train/Train/Urban/images_png/1768.png,LoveDa/Train/Train/Urban/masks_png/1768.png,1768.png,1048576,181179,867397,17.278575897216797,82.7214241027832
Urban,LoveDa/Train/Train/Urban/images_png/2507.png,LoveDa/Train/Train/Urban/masks_png/2507.png,2507.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2249.png,LoveDa/Train/Train/Urban/masks_png/2249.png,2249.png,1048576,3213,1045363,0.3064155578613281,99.69358444213867
Urban,LoveDa/Train/Train/Urban/images_png/1740.png,LoveDa/Train/Train/Urban/masks_png/1740.png,1740.png,1048576,130813,917763,12.475299835205078,87.52470016479492
Urban,LoveDa/Train/Train/Urban/images_png/1998.png,LoveDa/Train/Train/Urban/masks_png/1998.png,1998.png,1048576,108362,940214,10.334205627441406,89.6657943725586
Urban,LoveDa/Train/Train/Urban/images_png/1754.png,LoveDa/Train/Train/Urban/masks_png/1754.png,1754.png,1048576,123424,925152,11.7706298828125,88.2293701171875
Urban,LoveDa/Train/Train/Urban/images_png/1755.png,LoveDa/Train/Train/Urban/masks_png/1755.png,1755.png,1048576,145222,903354,13.849449157714844,86.15055084228516
Urban,LoveDa/Train/Train/Urban/images_png/1999.png,LoveDa/Train/Train/Urban/masks_png/1999.png,1999.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1741.png,LoveDa/Train/Train/Urban/masks_png/1741.png,1741.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2248.png,LoveDa/Train/Train/Urban/masks_png/2248.png,2248.png,1048576,109920,938656,10.4827880859375,89.5172119140625
Urban,LoveDa/Train/Train/Urban/images_png/1769.png,LoveDa/Train/Train/Urban/masks_png/1769.png,1769.png,1048576,7213,1041363,0.6878852844238281,99.31211471557617
Urban,LoveDa/Train/Train/Urban/images_png/2260.png,LoveDa/Train/Train/Urban/masks_png/2260.png,2260.png,1048576,89402,959174,8.526039123535156,91.47396087646484
Urban,LoveDa/Train/Train/Urban/images_png/2506.png,LoveDa/Train/Train/Urban/masks_png/2506.png,2506.png,1048576,22768,1025808,2.17132568359375,97.82867431640625
Urban,LoveDa/Train/Train/Urban/images_png/2512.png,LoveDa/Train/Train/Urban/masks_png/2512.png,2512.png,1048576,47862,1000714,4.564476013183594,95.4355239868164
Urban,LoveDa/Train/Train/Urban/images_png/2274.png,LoveDa/Train/Train/Urban/masks_png/2274.png,2274.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1796.png,LoveDa/Train/Train/Urban/masks_png/1796.png,1796.png,1048576,251726,796850,24.00646209716797,75.99353790283203
Urban,LoveDa/Train/Train/Urban/images_png/1782.png,LoveDa/Train/Train/Urban/masks_png/1782.png,1782.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1972.png,LoveDa/Train/Train/Urban/masks_png/1972.png,1972.png,1048576,12650,1035926,1.2063980102539062,98.7936019897461
Urban,LoveDa/Train/Train/Urban/images_png/1966.png,LoveDa/Train/Train/Urban/masks_png/1966.png,1966.png,1048576,63978,984598,6.101417541503906,93.8985824584961
Urban,LoveDa/Train/Train/Urban/images_png/1557.png,LoveDa/Train/Train/Urban/masks_png/1557.png,1557.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1543.png,LoveDa/Train/Train/Urban/masks_png/1543.png,1543.png,1048576,21977,1026599,2.0958900451660156,97.90410995483398
Urban,LoveDa/Train/Train/Urban/images_png/2062.png,LoveDa/Train/Train/Urban/masks_png/2062.png,2062.png,1048576,8862,1039714,0.8451461791992188,99.15485382080078
Urban,LoveDa/Train/Train/Urban/images_png/2076.png,LoveDa/Train/Train/Urban/masks_png/2076.png,2076.png,1048576,117427,931149,11.198711395263672,88.80128860473633
Urban,LoveDa/Train/Train/Urban/images_png/1594.png,LoveDa/Train/Train/Urban/masks_png/1594.png,1594.png,1048576,80845,967731,7.709980010986328,92.29001998901367
Urban,LoveDa/Train/Train/Urban/images_png/1580.png,LoveDa/Train/Train/Urban/masks_png/1580.png,1580.png,1048576,121781,926795,11.613941192626953,88.38605880737305
Urban,LoveDa/Train/Train/Urban/images_png/2089.png,LoveDa/Train/Train/Urban/masks_png/2089.png,2089.png,1048576,137932,910644,13.154220581054688,86.84577941894531
Urban,LoveDa/Train/Train/Urban/images_png/1423.png,LoveDa/Train/Train/Urban/masks_png/1423.png,1423.png,1048576,327046,721530,31.189537048339844,68.81046295166016
Urban,LoveDa/Train/Train/Urban/images_png/1437.png,LoveDa/Train/Train/Urban/masks_png/1437.png,1437.png,1048576,35177,1013399,3.3547401428222656,96.64525985717773
Urban,LoveDa/Train/Train/Urban/images_png/1379.png,LoveDa/Train/Train/Urban/masks_png/1379.png,1379.png,1048576,19325,1029251,1.8429756164550781,98.15702438354492
Urban,LoveDa/Train/Train/Urban/images_png/2116.png,LoveDa/Train/Train/Urban/masks_png/2116.png,2116.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/2102.png,LoveDa/Train/Train/Urban/masks_png/2102.png,2102.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1386.png,LoveDa/Train/Train/Urban/masks_png/1386.png,1386.png,1048576,18579,1029997,1.7718315124511719,98.22816848754883
Urban,LoveDa/Train/Train/Urban/images_png/1392.png,LoveDa/Train/Train/Urban/masks_png/1392.png,1392.png,1048576,27313,1021263,2.6047706604003906,97.39522933959961
Urban,LoveDa/Train/Train/Urban/images_png/2328.png,LoveDa/Train/Train/Urban/masks_png/2328.png,2328.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1621.png,LoveDa/Train/Train/Urban/masks_png/1621.png,1621.png,1048576,0,1048576,0.0,100.0
Urban,LoveDa/Train/Train/Urban/images_png/1635.png,LoveDa/Train/Train/Urban/masks_png/1635.png,1635.png,1048576,37061,1011515,3.534412384033203,96.4655876159668
